ID,Drug1_Name,Drug1_CID,Drug1_DBID,Drug2_Name,Drug2_CID,Drug2_DBID,Y_Score,Risk_Label,NegSample,Chem_Sim,Same_Enzyme,SideEffect_Sim,Shared_Targets,ATC_Similarity
21804,Labetalol,CID583500,DB23023,Duloxetine,CID882854,DB29161,125,Low,No,0.83,1,0.5,2,0.14
21805,Mirtazapine,CID657277,DB90581,Phenazopyridine,CID55898,DB54574,33,Safe,Yes,0.19,1,0.76,4,0.37
21806,Naproxen,CID508474,DB61302,Isosorbide,CID871583,DB19636,361,Moderate,No,0.12,0,0.47,5,0.6
21807,Pancrelipase Amylase; Pancrelipase Lipase; Pancrelipase Protease,CID64100,DB39387,Benzonatate,CID344887,DB35002,461,Moderate,No,0.79,1,0.17,9,0.74
21808,Topiramate,CID972775,DB23192,Tretinoin,CID464938,DB24220,45,Safe,Yes,0.53,0,0.65,10,0.97
21809,Hydroxyzine,CID140718,DB10699,Azelastine,CID544371,DB68726,438,Moderate,No,0.48,0,0.01,2,0.42
21810,Insulin Human; Insulin Isophane Human,CID269979,DB39276,Albuterol; Ipratropium,CID683175,DB12202,308,Moderate,No,0.22,1,0.09,7,0.42
21811,Epinephrine,CID385843,DB45837,Telmisartan,CID324123,DB69223,608,High,No,0.89,1,0.46,5,0.83
21812,Lactate,CID963618,DB69726,Senna; Docusate,CID456231,DB32988,478,Moderate,No,0.06,0,0.33,8,0.93
21813,Lactulose,CID607828,DB17789,Nystatin,CID227926,DB37333,136,Low,No,0.72,1,0.66,6,0.08
21814,Calcitriol,CID850350,DB57467,Clopidogrel,CID935373,DB80188,47,Safe,Yes,0.15,1,0.97,8,0.79
21815,Atomoxetine,CID789317,DB78576,Fluconazole,CID404779,DB66954,441,Moderate,No,0.7,0,0.73,5,0.45
21816,Budesonide; Formoterol,CID135704,DB62559,Oxybutynin,CID206589,DB67557,392,Moderate,No,0.11,0,0.44,0,0.27
21817,Docusate,CID985795,DB98255,Ramipril,CID859769,DB74538,183,Low,No,0.94,1,0.05,5,0.55
21818,Moxifloxacin,CID206121,DB85155,Diphenhydramine,CID46316,DB72773,420,Moderate,No,0.64,1,0.95,3,0.28
21819,Triamcinolone,CID233589,DB90484,Linaclotide,CID772275,DB92615,511,High,No,0.1,1,0.94,9,0.63
21820,Labetalol,CID721643,DB84078,Brompheniramine; Dextromethorphan; Pseudoephedrine,CID353367,DB25519,250,Moderate,No,0.37,0,0.91,1,0.87
21821,Erythromycin,CID78870,DB74059,Valsartan,CID659114,DB27771,148,Low,No,0.07,1,0.26,3,0.62
21822,Polymyxin B; Trimethoprim,CID412465,DB37762,Emtricitabine; Tenofovir,CID443162,DB78782,675,High,No,0.65,1,0.85,6,0.8
21823,Dutasteride,CID378553,DB71185,Bisoprolol,CID581010,DB18350,471,Moderate,No,0.52,0,0.06,5,0.67
21824,Doxepin,CID249374,DB29016,Sertraline,CID102010,DB71379,527,High,No,0.02,1,0.08,0,0.66
21825,Hydralazine,CID390228,DB11547,Flecainide,CID788419,DB88909,274,Moderate,No,0.86,1,0.14,1,0.06
21826,Loratadine; Pseudoephedrine,CID337474,DB35602,Fluticasone; Umeclidinium; Vilanterol,CID408211,DB70274,517,High,No,0.72,0,0.36,10,0.61
21827,Pioglitazone,CID473486,DB78435,Ticagrelor,CID492593,DB86455,501,High,No,0.18,1,0.85,3,0.3
21828,Hydrocortisone,CID691194,DB33384,Clonidine,CID438620,DB88827,123,Low,No,0.54,0,0.68,0,0.82
21829,Bumetanide,CID23010,DB37566,Methylprednisolone,CID745602,DB11092,365,Moderate,No,0.63,0,0.09,3,0.33
21830,Amoxicillin; Clavulanate,CID18714,DB13442,Loperamide,CID605788,DB88978,483,Moderate,No,0.86,0,0.81,10,0.72
21831,Albuterol,CID274323,DB51302,Valsartan,CID284014,DB41138,232,Moderate,No,0.66,0,0.09,1,0.8
21832,Irbesartan,CID538241,DB47660,Moxifloxacin,CID618340,DB74291,351,Moderate,No,0.94,0,0.96,5,0.05
21833,Dexamethasone,CID39748,DB49398,Thyroid,CID810899,DB98555,69,Low,No,0.01,0,0.82,6,0.4
21834,Insulin Glargine,CID381189,DB34918,Tamsulosin,CID33508,DB92862,496,Moderate,No,0.32,1,0.04,10,0.19
21835,Erythromycin,CID510488,DB63032,Oxcarbazepine,CID8839,DB38934,181,Low,No,0.09,1,0.45,5,0.02
21836,Rizatriptan,CID268934,DB29540,Tramadol,CID576758,DB74898,332,Moderate,No,0.64,0,0.24,10,0.94
21837,Sildenafil,CID745332,DB91603,Ketorolac,CID219790,DB50421,520,High,No,0.35,1,0.55,8,0.37
21838,Celecoxib,CID316151,DB20049,Moxifloxacin,CID519483,DB30624,574,High,No,0.03,0,0.52,4,0.11
21839,Calcitriol,CID818127,DB36549,Methylphenidate,CID120728,DB83907,139,Low,No,0.73,0,0.77,0,0.37
21840,Nitroglycerin,CID66007,DB13429,Dexmethylphenidate,CID489186,DB11502,36,Safe,Yes,0.46,1,0.35,1,0.29
21841,Amlodipine; Benazepril,CID290533,DB59710,Insulin Aspart,CID471390,DB66787,433,Moderate,No,0.64,0,0.35,9,0.1
21842,Budesonide,CID854128,DB58592,Cefuroxime,CID157564,DB84714,543,High,No,0.32,0,0.93,5,0.73
21843,Hydrochlorothiazide; Lisinopril,CID375221,DB20664,Dexamethasone,CID236875,DB25982,207,Moderate,No,0.77,1,0.39,7,0.59
21844,Cefdinir,CID717397,DB73886,Clonidine,CID113922,DB87760,463,Moderate,No,0.38,1,0.81,8,0.34
21845,Metoprolol,CID337719,DB49233,Nystatin,CID239698,DB42071,664,High,No,0.54,0,0.1,5,0.25
21846,Paroxetine,CID863010,DB21403,Calcitriol,CID649905,DB28541,16,Safe,Yes,0.06,0,0.48,2,0.9
21847,Ofloxacin,CID90912,DB93855,Ketoconazole,CID350504,DB36506,310,Moderate,No,0.35,0,0.64,1,0.38
21848,Lovastatin,CID613573,DB34177,Fexofenadine,CID245790,DB16195,532,High,No,0.49,1,0.75,1,0.93
21849,Adalimumab,CID187524,DB29100,Oxycodone,CID305987,DB76075,243,Moderate,No,0.41,0,0.63,4,0.89
21850,Potassium Chloride,CID504224,DB29816,Pseudoephedrine,CID576140,DB74418,108,Low,No,0.12,0,0.21,3,0.58
21851,Ondansetron,CID676113,DB75932,Amlodipine; Benazepril,CID917416,DB41727,406,Moderate,No,0.96,1,0.57,6,0.26
21852,Sacubitril; Valsartan,CID145346,DB32701,Ipratropium,CID506155,DB84633,549,High,No,0.8,1,0.05,4,0.48
21853,Sulfamethoxazole; Trimethoprim,CID427386,DB78356,Methotrexate,CID555206,DB99415,39,Safe,Yes,0.24,1,0.39,6,0.21
21854,Norethindrone,CID236678,DB87574,Clotrimazole,CID116853,DB51151,582,High,No,0.61,1,0.97,3,0.74
21855,Bisacodyl,CID881891,DB51766,Sildenafil,CID675073,DB26932,209,Moderate,No,0.87,1,0.48,5,0.7
21856,Valproate,CID607018,DB38215,Propranolol,CID913956,DB74085,752,High,No,0.7,0,0.31,3,0.67
21857,Ondansetron,CID92005,DB36839,Sacubitril; Valsartan,CID431392,DB12149,221,Moderate,No,0.71,0,0.16,7,0.25
21858,Enalapril,CID873659,DB32080,Pramipexole,CID254800,DB81158,371,Moderate,No,0.79,0,0.23,4,0.99
21859,Fluticasone; Salmeterol,CID370601,DB55590,Atorvastatin,CID371966,DB29773,739,High,No,0.29,1,0.64,5,0.39
21860,Ascorbic Acid,CID872193,DB39871,Trazodone,CID336280,DB19663,655,High,No,0.83,0,0.78,5,0.78
21861,Duloxetine,CID450840,DB74363,Thyroid,CID32318,DB97666,756,High,No,0.49,0,0.61,1,0.85
21862,Latanoprost,CID551968,DB90069,Lactate,CID282040,DB19979,42,Safe,Yes,0.66,0,0.69,3,0.55
21863,Bupropion,CID970204,DB91409,Mesalamine,CID879624,DB34644,106,Low,No,0.1,1,0.89,2,0.23
21864,Cephalexin,CID192369,DB76673,Thyroid,CID745168,DB93395,430,Moderate,No,0.74,1,0.56,9,0.45
21865,Nirmatrelvir; Ritonavir,CID600155,DB50956,Doxycycline,CID240941,DB50214,680,High,No,0.02,1,0.95,2,0.46
21866,Phenazopyridine,CID299673,DB89607,Atropine; Diphenoxylate,CID913310,DB35364,307,Moderate,No,0.2,1,0.35,2,0.41
21867,Bimatoprost,CID26106,DB18612,Cefdinir,CID600468,DB21777,136,Low,No,0.27,0,0.53,0,0.77
21868,Amoxicillin; Clavulanate,CID896376,DB20585,Ethinyl Estradiol; Norgestimate,CID560875,DB53633,7,Safe,Yes,0.76,1,0.2,4,0.41
21869,Fluoxetine,CID364816,DB23413,Aripiprazole,CID794332,DB15065,777,High,No,0.18,1,0.58,1,0.21
21870,Alprazolam,CID274559,DB53008,Acyclovir,CID838765,DB60007,46,Safe,Yes,0.7,0,0.76,5,0.07
21871,Sacubitril; Valsartan,CID499314,DB99563,Mometasone,CID154504,DB26989,462,Moderate,No,0.4,1,0.7,2,0.98
21872,Sulfamethoxazole; Trimethoprim,CID818864,DB84643,Cefdinir,CID991330,DB99950,329,Moderate,No,0.19,0,0.63,1,0.66
21873,Duloxetine,CID416538,DB89214,Diltiazem,CID533221,DB60682,749,High,No,0.13,0,0.29,9,0.29
21874,Tobramycin,CID226217,DB61499,Verapamil,CID851063,DB52413,778,High,No,0.2,1,0.63,5,0.81
21875,Doxepin,CID899864,DB45850,Hydralazine,CID117887,DB99912,298,Moderate,No,0.13,1,0.61,6,0.75
21876,Ethinyl Estradiol; Norgestrel,CID322974,DB43427,Quetiapine,CID819061,DB53604,703,High,No,0.27,0,0.84,4,0.84
21877,Clindamycin,CID203051,DB49973,Oxcarbazepine,CID192092,DB98760,343,Moderate,No,0.55,0,0.37,9,0.94
21878,Diclofenac,CID435576,DB73446,Ergocalciferol,CID536490,DB42611,237,Moderate,No,0.54,1,0.23,10,0.73
21879,Simvastatin,CID819237,DB68373,Primidone,CID145065,DB52958,37,Safe,Yes,0.46,1,0.55,9,0.32
21880,Clobetasol,CID507127,DB32093,Montelukast,CID235362,DB61546,511,High,No,0.84,1,0.86,0,0.21
21881,Clonazepam,CID929209,DB27868,Trazodone,CID276170,DB48663,521,High,No,0.02,0,0.47,1,0.53
21882,Sodium Salts,CID957374,DB86287,Senna; Docusate,CID970900,DB50992,495,Moderate,No,0.24,0,0.32,9,0.08
21883,Memantine,CID311744,DB40945,Carbamazepine,CID181053,DB19892,618,High,No,0.2,0,0.01,5,0.83
21884,Finasteride,CID180565,DB57889,Empagliflozin,CID694844,DB98127,149,Low,No,0.77,1,0.59,4,0.21
21885,Codeine; Guaifenesin,CID801030,DB53968,Doxepin,CID146763,DB81541,519,High,No,0.67,0,0.05,4,0.1
21886,Tamsulosin,CID981034,DB98702,Calcium Phosphate; Cholecalciferol,CID622237,DB82278,321,Moderate,No,0.69,1,0.43,2,0.59
21887,Dexamethasone,CID948251,DB27944,Icosapent Ethyl,CID398728,DB44499,70,Low,No,0.12,1,0.68,10,0.46
21888,Cyclosporine,CID753974,DB23178,Lovastatin,CID861609,DB65430,147,Low,No,0.13,0,0.37,5,0.16
21889,Mupirocin,CID216488,DB72546,Dorzolamide,CID402603,DB29276,72,Low,No,0.12,1,0.11,2,0.75
21890,Glipizide,CID817710,DB41567,Aspirin,CID12155,DB41267,427,Moderate,No,0.83,0,0.22,9,0.68
21891,Amoxicillin,CID911346,DB34750,Baclofen,CID577034,DB66433,749,High,No,0.26,0,0.54,6,0.24
21892,Budesonide; Formoterol,CID923214,DB75081,Zolpidem,CID407735,DB26623,361,Moderate,No,0.6,1,0.6,10,0.86
21893,Polyethylene Glycol 3350,CID412045,DB64680,Lisinopril,CID310556,DB92349,329,Moderate,No,0.16,1,0.15,1,0.79
21894,Sulfamethoxazole; Trimethoprim,CID482027,DB15293,Ezetimibe,CID538880,DB73727,788,High,No,0.96,1,0.03,2,0.29
21895,Dorzolamide; Timolol,CID384150,DB49468,Meloxicam,CID562499,DB15687,528,High,No,0.27,1,0.82,3,0.62
21896,Clotrimazole,CID215245,DB55363,Alprazolam,CID758718,DB88295,476,Moderate,No,0.65,0,0.29,2,0.45
21897,Rosuvastatin,CID313907,DB80298,Lactate,CID985522,DB78098,490,Moderate,No,0.61,1,0.48,7,0.92
21898,Spironolactone,CID717011,DB89765,Oxycodone,CID735147,DB15557,383,Moderate,No,0.11,1,0.55,8,0.51
21899,Bisoprolol,CID367923,DB42391,Insulin Human; Insulin Isophane Human,CID977715,DB34162,379,Moderate,No,0.2,0,0.94,1,0.49
21900,Pregabalin,CID718736,DB72485,Sildenafil,CID944481,DB82441,775,High,No,0.7,0,0.21,2,0.07
21901,Nortriptyline,CID678569,DB33776,Insulin Degludec,CID983974,DB49283,557,High,No,0.74,1,0.08,5,0.17
21902,Lithium,CID876637,DB56354,Doxepin,CID379255,DB30821,211,Moderate,No,0.73,1,0.68,0,0.78
21903,Glimepiride,CID652666,DB54415,Cyproheptadine,CID479584,DB16396,191,Low,No,0.66,1,0.6,9,0.2
21904,Sodium Fluoride,CID658262,DB44673,Ibuprofen,CID704858,DB10994,640,High,No,0.78,1,0.04,10,0.75
21905,Ezetimibe,CID162961,DB74677,Ciclopirox,CID715557,DB48631,426,Moderate,No,0.79,1,0.51,10,0.42
21906,Dutasteride,CID248005,DB63053,Lactobacillus Acidophilus,CID719019,DB54493,466,Moderate,No,0.13,0,0.6,4,0.51
21907,Sertraline,CID592977,DB20353,Ethinyl Estradiol; Norgestimate,CID396725,DB83915,336,Moderate,No,0.08,1,0.51,1,0.35
21908,Levofloxacin,CID902624,DB68543,Olanzapine,CID69083,DB73395,151,Low,No,0.09,0,0.58,3,0.42
21909,Flecainide,CID117031,DB94317,Duloxetine,CID704494,DB11603,4,Safe,Yes,0.72,1,0.82,5,0.98
21910,Ondansetron,CID88306,DB90950,Venlafaxine,CID800910,DB93024,750,High,No,0.62,0,0.05,10,0.6
21911,Clonidine,CID327736,DB28735,Benazepril,CID107235,DB93829,693,High,No,0.18,0,0.02,9,0.07
21912,Brompheniramine; Dextromethorphan; Pseudoephedrine,CID481513,DB95524,Labetalol,CID403956,DB83313,744,High,No,0.25,1,0.63,8,0.65
21913,Sucralfate,CID394695,DB28506,Ethinyl Estradiol; Levonorgestrel,CID596588,DB88474,458,Moderate,No,0.16,1,0.48,10,0.59
21914,Omega-3-acid Ethyl Esters,CID84492,DB57985,Sertraline,CID350937,DB96190,54,Low,No,0.65,1,0.58,7,0.39
21915,Valsartan,CID421804,DB86545,Hydrochlorothiazide; Triamterene,CID751640,DB82228,583,High,No,0.39,1,0.47,3,0.88
21916,Hydrochlorothiazide; Triamterene,CID641375,DB95539,Clobetasol,CID904392,DB31680,715,High,No,0.96,0,0.57,3,0.62
21917,Oseltamivir,CID323218,DB58680,Sitagliptin,CID202050,DB70434,618,High,No,0.93,1,0.89,10,0.67
21918,Nortriptyline,CID981382,DB18633,Epinephrine,CID435804,DB61572,319,Moderate,No,0.6,1,0.11,6,0.14
21919,Atomoxetine,CID252877,DB38341,Enalapril,CID520980,DB95461,585,High,No,0.6,0,0.79,4,0.7
21920,Liothyronine,CID222756,DB56061,Guaifenesin,CID639281,DB66995,345,Moderate,No,0.74,0,0.92,1,0.89
21921,Rizatriptan,CID382276,DB56443,Gabapentin,CID842220,DB39332,682,High,No,0.48,0,0.61,7,0.64
21922,Empagliflozin,CID723122,DB43899,Polyethylene Glycol 3350,CID514639,DB42486,322,Moderate,No,0.24,1,0.16,1,0.03
21923,Prednisone,CID294854,DB90878,Benazepril,CID567078,DB96463,723,High,No,0.42,0,0.99,6,0.78
21924,Triamcinolone,CID155802,DB13736,Dextromethorphan; Promethazine,CID811281,DB56732,270,Moderate,No,0.26,0,0.45,9,0.54
21925,Oxybutynin,CID740614,DB38568,Amitriptyline,CID901157,DB80356,694,High,No,0.41,1,0.75,3,0.34
21926,Telmisartan,CID752818,DB75397,Pravastatin,CID143246,DB31030,200,Low,No,0.77,1,0.04,1,0.83
21927,Bisacodyl,CID4172,DB66815,Glimepiride,CID560247,DB74959,173,Low,No,0.76,0,0.88,9,0.72
21928,Carbamazepine,CID666373,DB23352,Dapagliflozin,CID478920,DB18972,439,Moderate,No,0.91,1,0.38,0,0.25
21929,Mupirocin,CID108177,DB90063,Donepezil,CID893035,DB12246,571,High,No,0.29,0,0.34,8,0.75
21930,Alprazolam,CID728116,DB63530,Acetaminophen; Butalbital; Caffeine,CID381153,DB70283,731,High,No,0.73,0,0.56,0,0.79
21931,Sucralfate,CID875856,DB23812,Insulin Aspart,CID726306,DB38813,420,Moderate,No,0.13,1,0.75,2,0.28
21932,Moxifloxacin,CID687681,DB69957,Triamcinolone,CID910786,DB67561,464,Moderate,No,0.45,1,0.09,1,0.02
21933,Famotidine,CID120038,DB13465,Acetaminophen,CID979897,DB56875,566,High,No,0.38,0,0.31,7,0.19
21934,Omega-3-acid Ethyl Esters,CID180064,DB41412,Magnesium Salts,CID419047,DB67466,509,High,No,0.51,1,0.14,1,0.41
21935,Acetaminophen; Oxycodone,CID758411,DB69995,Amlodipine,CID927143,DB99460,322,Moderate,No,0.69,0,0.88,8,0.29
21936,Donepezil,CID555922,DB57760,Topiramate,CID805592,DB71578,99,Low,No,0.46,1,0.4,0,0.08
21937,Insulin Degludec,CID569277,DB60705,Sucralfate,CID433689,DB20411,454,Moderate,No,0.74,1,0.06,1,0.14
21938,Aspirin,CID703106,DB49000,Tirzepatide,CID226534,DB84579,105,Low,No,0.94,0,0.41,8,0.76
21939,Warfarin,CID211626,DB77767,Meclizine,CID185832,DB58024,667,High,No,0.95,1,0.35,10,0.83
21940,Metformin,CID552504,DB54702,Doxycycline,CID675414,DB11273,616,High,No,0.48,1,0.35,1,0.86
21941,Clobetasol,CID660908,DB33131,Lisinopril,CID487036,DB55863,601,High,No,0.57,0,0.77,5,0.86
21942,Labetalol,CID309159,DB61405,Colchicine,CID322050,DB21251,566,High,No,0.85,1,0.6,8,1
21943,Meloxicam,CID162241,DB79946,Tretinoin,CID400636,DB52804,466,Moderate,No,0.61,0,0.25,7,0.59
21944,Clonidine,CID451199,DB36676,Bupropion,CID181204,DB91336,240,Moderate,No,0.61,0,0.5,10,0.95
21945,Amoxicillin,CID785720,DB66686,Calcium,CID82081,DB75955,279,Moderate,No,0.17,0,0.3,7,0.15
21946,Ofloxacin,CID938309,DB44016,Montelukast,CID916454,DB68511,213,Moderate,No,0.39,1,0.64,7,0.9
21947,Montelukast,CID640914,DB51349,Paroxetine,CID683269,DB10117,223,Moderate,No,0.92,0,0.81,0,0.6
21948,Duloxetine,CID834970,DB18791,Tizanidine,CID135988,DB95912,368,Moderate,No,0.44,0,0.65,2,0.34
21949,Glimepiride,CID797955,DB32533,Mirabegron,CID86833,DB59934,191,Low,No,0.98,0,0.13,1,0.69
21950,Clindamycin,CID879085,DB64076,Ciprofloxacin,CID978337,DB37995,222,Moderate,No,0.64,1,0.36,2,0.17
21951,Ethinyl Estradiol; Norgestrel,CID953673,DB34706,Apixaban,CID828997,DB17492,352,Moderate,No,0.74,0,0.14,9,0.43
21952,Doxycycline,CID695049,DB82352,Fluorouracil,CID768290,DB21766,223,Moderate,No,0.91,0,0.81,1,0.75
21953,Codeine; Guaifenesin,CID812185,DB29381,Sodium Fluoride,CID192578,DB89204,428,Moderate,No,0.53,0,0.38,3,0.64
21954,Calcium,CID79127,DB29489,Etodolac,CID451581,DB98593,600,High,No,0.3,0,0.26,9,0.49
21955,Rimegepant,CID139762,DB98057,Rizatriptan,CID430959,DB60096,262,Moderate,No,0.26,1,0.53,1,0.56
21956,Potassium Chloride,CID33061,DB46352,Insulin Glargine,CID869493,DB22713,737,High,No,0.58,0,0.31,4,0.91
21957,Vitamin E,CID165756,DB98726,Ethinyl Estradiol; Norgestrel,CID631475,DB80068,656,High,No,0.07,0,0.63,2,0.84
21958,Diclofenac,CID980970,DB92297,Tizanidine,CID484926,DB93739,65,Low,No,0.76,1,0.25,5,0.71
21959,Mometasone,CID658780,DB52958,Clindamycin,CID151586,DB84950,718,High,No,0.06,1,0.62,4,0.3
21960,Labetalol,CID601529,DB50614,Tirzepatide,CID935497,DB79364,262,Moderate,No,0.21,1,0.17,4,0.09
21961,Ibuprofen,CID102642,DB99495,Allopurinol,CID374657,DB79956,469,Moderate,No,0.61,0,0.28,2,0.39
21962,Ketotifen,CID84959,DB46002,Senna; Docusate,CID410730,DB50027,529,High,No,0.23,0,0.52,3,0.34
21963,Magnesium Salts,CID433774,DB54867,Lidocaine,CID177891,DB32425,746,High,No,0.23,0,0.73,7,0.19
21964,Linagliptin,CID896301,DB95650,Cyanocobalamin,CID317886,DB81239,11,Safe,Yes,0.47,0,0.41,9,0.62
21965,Hydralazine,CID305920,DB50852,Spironolactone,CID636611,DB89820,613,High,No,0.01,1,0.62,8,0.31
21966,Fluticasone; Umeclidinium; Vilanterol,CID12976,DB53846,Penicillin V,CID652204,DB32493,198,Low,No,0.28,0,0.23,7,0.56
21967,Drospirenone; Ethinyl Estradiol,CID877886,DB98813,Metoprolol,CID877183,DB10020,584,High,No,0.26,1,0.03,2,0.8
21968,Cyproheptadine,CID759129,DB93100,Emtricitabine; Tenofovir,CID923919,DB87674,793,High,No,0.75,0,0.52,10,0.56
21969,Labetalol,CID306051,DB99397,Fluticasone; Salmeterol,CID948019,DB24516,533,High,No,0.28,1,0.58,3,0.47
21970,Betamethasone,CID757354,DB83522,Liothyronine,CID975878,DB22818,311,Moderate,No,0.6,1,0.34,2,0.46
21971,Nortriptyline,CID974898,DB52746,Albuterol,CID292090,DB35376,762,High,No,0.64,0,0.19,2,0.81
21972,Pravastatin,CID621501,DB16618,Polyethylene Glycol 3350 With Electrolytes,CID528058,DB53279,211,Moderate,No,0.63,0,0.13,5,0.71
21973,Warfarin,CID556098,DB15217,Losartan,CID271209,DB76197,264,Moderate,No,0.67,1,0.11,6,0.9
21974,Buspirone,CID993989,DB47389,Glimepiride,CID845727,DB92435,276,Moderate,No,0.57,1,0.67,3,0.08
21975,Clobetasol,CID494159,DB97592,Ferrous Sulfate,CID709690,DB98153,642,High,No,0.44,1,0.39,4,0.88
21976,Cefuroxime,CID334644,DB94002,Acetaminophen; Butalbital; Caffeine,CID558375,DB79353,196,Low,No,0.73,1,0.32,8,0.08
21977,Bupropion,CID646273,DB25002,Olopatadine,CID490214,DB34439,750,High,No,0.3,0,0.95,5,0.64
21978,Testosterone,CID913185,DB81299,Folic Acid,CID448489,DB36280,343,Moderate,No,0.01,0,0.72,8,0.97
21979,Metronidazole,CID507258,DB48286,Brimonidine,CID138661,DB20544,362,Moderate,No,0.87,1,0.59,2,0.36
21980,Calcium,CID608486,DB83394,Dorzolamide,CID573823,DB60806,509,High,No,0.73,0,0,6,0.44
21981,Lisdexamfetamine,CID405276,DB30539,Oxybutynin,CID302946,DB73460,466,Moderate,No,0.88,0,0.99,3,0.89
21982,Ferrous Sulfate,CID557823,DB36716,Lithium,CID970295,DB94728,551,High,No,0.46,0,0.21,3,0.74
21983,Amoxicillin,CID415121,DB27160,Hydroxychloroquine,CID572011,DB64863,155,Low,No,0.28,1,0.44,8,0.48
21984,Azithromycin,CID532808,DB74807,Liraglutide,CID168881,DB24499,360,Moderate,No,0.5,1,0.39,5,0.27
21985,Linagliptin,CID712316,DB17462,Magnesium Salts,CID451283,DB49081,386,Moderate,No,0.81,0,0.83,4,0.42
21986,Doxazosin,CID780787,DB82817,Atomoxetine,CID209152,DB12485,549,High,No,0.8,0,0.08,5,0.55
21987,Naproxen,CID687626,DB95264,Pramipexole,CID481378,DB80694,149,Low,No,0.53,0,0.24,6,0.14
21988,Ketorolac,CID595702,DB60074,Simvastatin,CID165131,DB66399,364,Moderate,No,0.12,0,0.47,5,0.05
21989,Diazepam,CID540574,DB45815,Tiotropium,CID529256,DB66398,672,High,No,0.58,1,0.28,4,0.51
21990,Sumatriptan,CID842020,DB17159,Nitrofurantoin,CID373710,DB50498,222,Moderate,No,0.8,0,0.31,9,0.41
21991,Insulin Lispro,CID321997,DB93338,Meloxicam,CID576140,DB59722,311,Moderate,No,0.49,0,0.59,3,0.4
21992,Erythromycin,CID47278,DB19314,Brimonidine,CID962469,DB60721,525,High,No,0.04,1,0.94,9,0.56
21993,Tizanidine,CID28928,DB53725,Glimepiride,CID588755,DB40965,451,Moderate,No,0.28,1,0.65,6,0.63
21994,Buspirone,CID139199,DB83569,Albuterol; Ipratropium,CID580748,DB19669,62,Low,No,0.85,0,0.76,1,0.58
21995,Azelastine,CID254205,DB46700,Linaclotide,CID511200,DB29204,734,High,No,0.56,0,0.16,8,0.68
21996,Memantine,CID155950,DB18524,Clopidogrel,CID302532,DB82947,70,Low,No,0.59,0,0.03,0,0.43
21997,Tramadol,CID312288,DB25815,Acyclovir,CID558654,DB14978,731,High,No,0.01,1,0.83,10,0.35
21998,Atenolol,CID779959,DB35982,Polyethylene Glycol 3350,CID543189,DB54359,527,High,No,0.2,1,0.68,4,0.83
21999,Pregabalin,CID397199,DB71381,Ketoconazole,CID572199,DB86453,340,Moderate,No,0.4,1,0.37,7,0.79
22000,Nortriptyline,CID546672,DB74195,Baclofen,CID484881,DB88969,754,High,No,0.59,1,0.25,0,0.81
22001,Acetaminophen,CID404064,DB20607,Azithromycin,CID411170,DB84876,355,Moderate,No,0.18,1,0.55,9,0.97
22002,Benazepril,CID577157,DB30126,Benzonatate,CID757775,DB33886,82,Low,No,0.04,1,0.53,8,0.85
22003,Nabumetone,CID947396,DB91685,Dorzolamide,CID847431,DB48348,715,High,No,0,0,0.24,0,0.12
22004,Rizatriptan,CID603985,DB39496,Amitriptyline,CID800811,DB71393,349,Moderate,No,0.95,1,0.56,4,0.9
22005,Clotrimazole,CID441251,DB23909,Amoxicillin,CID319724,DB93736,437,Moderate,No,0.93,0,0.25,6,0.38
22006,Cefuroxime,CID728248,DB73063,Cyanocobalamin,CID227445,DB40517,497,Moderate,No,0.94,1,0.11,10,0.58
22007,Sulfamethoxazole; Trimethoprim,CID848936,DB20413,Potassium Chloride,CID309614,DB98543,275,Moderate,No,0.82,1,0.5,10,0.32
22008,Budesonide,CID111492,DB17175,Lisinopril,CID171709,DB12578,137,Low,No,0.25,1,0.81,5,0.57
22009,Etodolac,CID757170,DB25314,Tobramycin,CID772394,DB90712,186,Low,No,0.13,1,0.43,0,0.44
22010,Insulin Aspart,CID217606,DB11351,Morphine,CID808413,DB85212,529,High,No,0.14,0,0.48,9,0.54
22011,Icosapent Ethyl,CID189972,DB15407,Estradiol,CID776321,DB75461,737,High,No,0.55,0,0.03,9,0.91
22012,Citalopram,CID198914,DB49615,Allopurinol,CID447073,DB24136,265,Moderate,No,0.63,0,0.6,3,0.71
22013,Phenazopyridine,CID396826,DB51314,Ethinyl Estradiol; Etonogestrel,CID520089,DB59537,134,Low,No,0.7,0,0.29,9,0.3
22014,Drospirenone; Ethinyl Estradiol,CID180700,DB45648,Dorzolamide; Timolol,CID503811,DB49933,16,Safe,Yes,0.09,0,0.32,10,0.2
22015,Thyroid,CID248306,DB45107,Alendronate,CID12832,DB52512,60,Low,No,0.63,0,0.27,4,0.11
22016,Budesonide,CID717486,DB63081,Glimepiride,CID1156,DB57998,584,High,No,0.08,1,0.12,10,0.49
22017,Tramadol,CID57754,DB17939,Omega-3-acid Ethyl Esters,CID926733,DB38238,424,Moderate,No,0.75,1,0.29,8,0.95
22018,Loratadine; Pseudoephedrine,CID682162,DB97688,Clonazepam,CID912531,DB19158,312,Moderate,No,0.54,1,0.6,2,0.48
22019,Dexamethasone; Neomycin; Polymyxin B,CID713740,DB60795,Lactate,CID98902,DB23779,437,Moderate,No,0.38,0,0.26,6,0.34
22020,Meloxicam,CID332588,DB22009,Desogestrel; Ethinyl Estradiol,CID581933,DB10453,757,High,No,0.54,0,0.42,9,0.91
